name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
washington DC,2012-01-12,14,6.8,10.2,14,4.8,9.2,7,81,10.357,100,29.17,rain,0,0,,21.7,204.6,998.6,83.7,14.3,112.7,9.6,5,,2012-01-12T07:26:19,2012-01-12T17:06:34,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-13,10.7,-0.9,4.1,10.7,-4.5,-0.1,-5.8,50.4,1.971,100,37.5,rain,0,0,57.2,39.1,265.1,1004.7,59.3,16,127.1,11.1,5,,2012-01-13T07:26:03,2012-01-13T17:07:36,0.66,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-14,3.1,-3.1,-0.1,-0.9,-6.8,-4,-10.3,46.3,0,0,0,,0,0,33.5,22.8,305.1,1018.8,55.3,16,122.8,10.7,5,,2012-01-14T07:25:46,2012-01-14T17:08:39,0.69,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-15,1.9,-3.1,-0.9,-0.6,-8.6,-5.3,-12.4,42.3,0,0,0,,0,0,33.5,25.5,346.2,1029.4,33.4,16,131.1,11.4,5,,2012-01-15T07:25:26,2012-01-15T17:09:43,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-16,5.7,-4.3,0.6,1.5,-8.5,-3.2,-7.8,54.1,0.782,100,4.17,rain,0,0,42.5,29.5,182.7,1031.8,65,15.9,105,9,4,,2012-01-16T07:25:04,2012-01-16T17:10:47,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-17,14.2,4.9,9.7,14.2,0.5,8.1,4.9,72.6,6.788,100,37.5,rain,0,0,50.9,36.5,206.7,1013,86.5,15.2,84.7,7.2,4,,2012-01-17T07:24:41,2012-01-17T17:11:52,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-18,14.1,-2.1,5.5,14.1,-6.4,1.3,-5.8,45,0.534,100,29.17,rain,0,0,62.3,38.3,321.6,1016.7,44.8,16,137.1,11.7,6,,2012-01-18T07:24:15,2012-01-18T17:12:58,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-19,4.1,-3.6,0.6,0,-8.5,-3,-8.6,50.3,0,0,0,,0,0,33.5,28.5,198.8,1019.9,43.2,16,135.4,11.8,6,,2012-01-19T07:23:47,2012-01-19T17:14:04,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-20,4.1,-1.2,1.6,1.8,-5.4,-1.7,-9.3,45.6,0,0,0,,0.3,0.1,40.7,24.7,355.5,1022.4,85.9,15.5,71.6,6.1,3,,2012-01-20T07:23:17,2012-01-20T17:15:11,0.91,Partially cloudy,Partly cloudy throughout the day.,snow,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-21,0.9,-2.2,-0.4,-2.2,-6.9,-4.5,-2.7,84.6,7.011,100,41.67,"rain,snow",0.2,0.3,,24.7,6.1,1018.7,98.2,11.9,35.4,3.1,2,,2012-01-21T07:22:45,2012-01-21T17:16:18,0.94,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-22,-0.1,-1.2,-0.9,-0.1,-6.3,-4.8,-4.1,79.2,0,0,0,,0,0,,19.4,33.8,1029.9,99.9,14.7,79.9,7,3,,2012-01-22T07:22:11,2012-01-22T17:17:26,0.98,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-23,6.1,-0.1,2.1,2.6,-3.1,0.3,1,92.4,0.77,100,8.33,"rain,snow",0,0,42.5,20.1,187.7,1020.5,100,4.5,27.7,2.3,1,,2012-01-23T07:21:36,2012-01-23T17:18:34,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-24,12.4,3.6,7.9,12.4,3.6,6.8,5.1,83.3,0,0,0,,0,0,,16.7,213.2,1018.4,75.4,15.1,117.1,9.9,5,,2012-01-24T07:20:58,2012-01-24T17:19:42,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-25,8.9,2.6,5.6,8.9,-1.3,3.4,-0.7,64.6,0,0,0,,0,0,,21.3,5.7,1025.7,59.1,16,130.5,11.2,6,,2012-01-25T07:20:18,2012-01-25T17:20:51,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-26,12.1,4.9,8.3,12.1,2.4,7.7,4.6,77.8,0.022,100,4.17,rain,0,0,,16,113.4,1017.3,98.2,14.1,89.7,7.7,4,,2012-01-26T07:19:37,2012-01-26T17:22:00,0.11,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-27,16.9,6.1,12,16.9,2.6,11,7,74.2,14.866,100,29.17,rain,0,0,62.6,39.1,277,1004.5,70.6,15,97.3,8.5,5,,2012-01-27T07:18:54,2012-01-27T17:23:09,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-28,11.9,0.8,6.7,11.9,0.8,5.3,-2.7,53.7,0,0,0,,0,0,53.8,27,242.3,1017.4,33.3,16,145.8,12.7,6,,2012-01-28T07:18:08,2012-01-28T17:24:19,0.17,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-29,9.1,-0.1,5.1,6.1,-3.2,1.9,-11,31.1,0,0,0,,0,0,38.9,27.4,235.4,1022.9,36.1,16,139.8,12,6,,2012-01-29T07:17:21,2012-01-29T17:25:29,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-30,8.8,0.8,4.4,6.8,-3.2,1.1,-8.3,40.7,0,0,0,,0,0,50,25.3,269.6,1026.6,48,16,154.9,13.3,6,,2012-01-30T07:16:33,2012-01-30T17:26:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-01-31,18.2,4.1,10.9,18.2,1,9.7,-2.7,40.2,0,0,0,,0,0,50,28.5,203.4,1021.9,48.1,16,142.8,12.2,5,,2012-01-31T07:15:42,2012-01-31T17:27:48,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-01,21,8.9,14.3,21,7,14.1,4.2,51.9,0.528,100,12.5,rain,0,0,31.3,21.9,225.6,1017.1,79.5,16,134.6,11.5,6,,2012-02-01T07:14:50,2012-02-01T17:28:58,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-02,14.1,6.7,10.4,14.1,2.8,9.5,4.4,68.4,2.392,100,37.5,rain,0,0,51.3,34.3,341.1,1018.9,81.3,14.8,77.2,6.6,4,,2012-02-02T07:13:56,2012-02-02T17:30:08,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-03,10.7,2.8,6.2,10.7,-0.9,4,-2.6,54,0,0,0,,0,0,37.1,22.3,333.7,1030.8,26.7,16,160,13.9,6,,2012-02-03T07:13:01,2012-02-03T17:31:18,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-04,7.7,1.7,4,5.7,-0.9,2.3,0.5,78.3,2.093,100,16.67,rain,0,0,,17.8,48.3,1024.4,85.8,14.3,105.7,9,5,,2012-02-04T07:12:04,2012-02-04T17:32:28,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-05,6.9,2.4,4.2,4.7,-0.4,1.5,-1.3,68.6,0,0,0,,0,0,31.3,19.8,358.9,1021.5,74.1,15.1,116,10,5,,2012-02-05T07:11:05,2012-02-05T17:33:38,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-06,11.7,-1.3,4.8,11.7,-4.1,3.1,-2.2,63.8,0,0,0,,0,0,,21.5,205.5,1022.2,17.3,16,167.7,14.5,6,,2012-02-06T07:10:05,2012-02-06T17:34:47,0.46,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-07,12.9,4.7,8.4,12.9,2.5,7.3,-1.9,49.5,0,0,0,,0,0,38.9,22.3,344.3,1020.8,31.3,16,166.7,14.5,6,,2012-02-07T07:09:04,2012-02-07T17:35:57,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-08,5.9,2.7,3.7,4.1,-0.6,1.4,-0.8,73.4,2.255,100,20.83,rain,0,0,,17.6,39.1,1023.2,87.8,13.5,68.7,6,3,,2012-02-08T07:08:00,2012-02-08T17:37:06,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-09,8,0.7,4.2,6.5,-3.8,1.3,-4.5,55.7,0,0,0,,0,0,39,28.7,323.1,1023.3,48.4,15.9,174.1,15,7,,2012-02-09T07:06:56,2012-02-09T17:38:15,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KDAA,KADW,74594013705"
washington DC,2012-02-10,8.1,0.5,4.9,6.9,-2.8,3.3,-3.6,54.9,0,0,0,,0,0,,15.8,352.5,1019.2,81.5,16,122.9,10.8,6,,2012-02-10T07:05:50,2012-02-10T17:39:24,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-11,5.7,-3.3,2,2.8,-10.9,-2.6,-3,72,2.727,100,29.17,"rain,snow",0,0,68.2,44,332.3,1009,96.5,12.6,86.4,7.6,4,,2012-02-11T07:04:42,2012-02-11T17:40:33,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-12,0.6,-5.1,-2.7,-5.8,-13.8,-9.5,-12.9,46.6,0.267,100,4.17,snow,0,0,70.1,47.2,311.2,1018.3,62.3,15,130.9,11.3,5,,2012-02-12T07:03:34,2012-02-12T17:41:42,0.67,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-13,9,-4.5,2.2,7.1,-9.4,-0.7,-10.2,42.3,0,0,0,,0,0,33.5,21.9,245.7,1020.8,29.9,16,182.7,15.7,7,,2012-02-13T07:02:24,2012-02-13T17:42:50,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-14,13,2.9,7,13,1,6.1,-2.9,50.4,0,0,0,,0,0,38.9,29,190.4,1017.1,92.2,16,133.5,11.5,6,,2012-02-14T07:01:13,2012-02-14T17:43:58,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-15,12,4.9,8.2,12,2.9,6.9,-0.8,54.4,0,0,0,,0,0,42.5,25.4,341.8,1022.5,59.5,16,180.3,15.5,7,,2012-02-15T07:00:00,2012-02-15T17:45:06,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-16,8.1,5.6,6.7,8.1,3.6,5.7,2.8,76.8,2.265,100,16.67,rain,0,0,,16.4,180.3,1021.9,95.1,14.6,88.8,7.8,4,,2012-02-16T06:58:46,2012-02-16T17:46:14,0.81,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-17,12,4.1,8.1,12,1.5,6.8,-0.1,62.2,0.022,100,4.17,rain,0,0,40.7,27.6,309.5,1018.2,59.7,11,169.8,14.6,7,,2012-02-17T06:57:32,2012-02-17T17:47:21,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-18,14.9,1.6,8.1,14.9,-0.3,7.1,-1.4,53.6,0.143,100,4.17,rain,0,0,47.9,29.2,226,1017.5,52.8,16,176.6,15.3,6,,2012-02-18T06:56:16,2012-02-18T17:48:28,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-19,7,1.9,4.7,4.3,-1.5,1.4,-4.3,53.6,2.026,100,12.5,"rain,snow",0,0,40.7,24.4,30.2,1017.2,92.9,15.4,99.3,8.7,5,,2012-02-19T06:54:59,2012-02-19T17:49:35,0.92,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-20,9.8,1,4.8,7.9,-4.5,1.9,-5.2,51.1,0,0,0,,0,0,38.4,28.5,353,1022.4,37.2,15.7,185.5,15.8,7,,2012-02-20T06:53:40,2012-02-20T17:50:41,0.96,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-21,9.9,0.2,5.1,6.6,-1.5,2.9,-2.2,60.7,0,0,0,,0,0,42.5,28.9,190.5,1021.5,57.3,16,158.5,13.6,5,,2012-02-21T06:52:21,2012-02-21T17:51:47,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-22,16.8,5.8,11,16.8,4.4,10.2,1.9,56.1,0,0,0,,0,0,44.3,30.9,195.8,1006.7,77.8,16,172.9,14.9,7,,2012-02-22T06:51:01,2012-02-22T17:52:53,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-23,18.8,8,13.6,18.8,5.8,13.3,4.3,56.2,0,0,0,,0,0,37.1,18.5,229.4,1001.8,63.4,16,181,16,7,,2012-02-23T06:49:40,2012-02-23T17:53:58,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-24,13.2,8.8,11.2,13.2,5.2,10.6,6.6,75,8.269,100,41.67,rain,0,0,69,44.8,355.7,999.3,88,14,124.3,10.7,5,,2012-02-24T06:48:18,2012-02-24T17:55:03,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-25,7.8,2.8,5.3,4.1,-2.9,0.6,-7.9,38.8,0.022,100,4.17,rain,0,0,69.3,43.1,288.7,1013.2,51.4,16,191.1,16.4,7,,2012-02-25T06:46:55,2012-02-25T17:56:08,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-26,8.9,0.9,4.8,7.2,-3.9,1.8,-7.2,42,0,0,0,,0,0,37.5,23.2,271.1,1030.1,17.5,16,207.9,17.8,7,,2012-02-26T06:45:31,2012-02-26T17:57:12,0.15,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-27,17.8,1.7,9.5,17.8,-1.3,8,-1.7,49.2,0,0,0,,0,0,42.5,29.1,208.6,1026.3,37.8,16,204.4,17.7,7,,2012-02-27T06:44:07,2012-02-27T17:58:17,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-28,12.1,4.1,8.7,12.1,0.2,7,-4.8,39.5,0.143,100,4.17,rain,0,0,45.1,31.2,336.3,1029.3,37,16,214,18.4,8,,2012-02-28T06:42:42,2012-02-28T17:59:20,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-02-29,13,3.9,8,13,1.4,6.6,5,82.1,35.543,100,50,rain,0,0,63,45.5,169.2,1016.7,88.4,12.3,68.1,5.8,3,,2012-02-29T06:41:15,2012-02-29T18:00:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-01,21,8.1,14.9,21,6.1,14.6,6,60.7,1.426,100,8.33,rain,0,0,57.2,30.1,329.1,1006.5,36.1,14.5,206,17.7,7,,2012-03-01T06:39:49,2012-03-01T18:01:27,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-02,12.8,4.5,8.5,12.8,4.1,7.5,2.5,68.3,5.155,100,20.83,rain,0,0,27.7,20.8,137.7,1014.5,57.6,14.7,122.8,10.6,4,,2012-03-02T06:38:21,2012-03-02T18:02:30,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-03,16,8.8,11.7,16,6.8,11.3,2.1,60.2,6.705,100,25,rain,0,0,36.5,23.8,285.2,1003.5,87.3,13.7,146.4,12.6,5,,2012-03-03T06:36:53,2012-03-03T18:03:33,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-04,9.9,3.1,6.9,8.1,-0.3,3.4,-5.7,40.8,0,0,0,,0,0,52.7,39.8,329.2,1007.9,68.6,16,136.2,11.9,6,,2012-03-04T06:35:24,2012-03-04T18:04:35,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-05,6,-0.2,3,4.1,-4.5,-0.4,-6.3,51.3,0,0,0,,0,0,53.4,41.9,311.3,1019.9,56.7,15.9,71.6,6.2,2,,2012-03-05T06:33:55,2012-03-05T18:05:37,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-06,9,-1.4,3.8,6.4,-5.3,0.9,-6.6,47.3,0,0,0,,0,0,27.7,21.8,206.9,1036.2,14.5,16,223.5,19.3,8,,2012-03-06T06:32:25,2012-03-06T18:06:39,0.45,Clear,Clear conditions throughout the day.,clear-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-07,19.1,4,11.5,19.1,-0.8,9.8,1.4,51.4,0,0,0,,0,0,53.2,32.3,198.5,1032.4,58.1,16,214.4,18.6,8,,2012-03-07T06:30:55,2012-03-07T18:07:40,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-08,22.8,11.8,17.6,22.8,11.8,17.6,8.3,56.5,0,0,0,,0,0,62.7,45.3,207.9,1022.1,74.6,15.9,207.7,17.9,7,,2012-03-08T06:29:24,2012-03-08T18:08:41,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-09,19.1,6,11.2,19.1,2,9.4,-2.7,39.6,0.19,100,8.33,rain,0,0,55.5,38.9,324.8,1021.4,63.6,16,177.5,15.2,7,,2012-03-09T06:27:53,2012-03-09T18:09:42,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-10,9,1.7,5,9,-3.1,2.1,-9.2,35.9,0,0,0,,0,0,31.3,26.6,340.4,1033.1,21,16,238,20.5,8,,2012-03-10T06:26:21,2012-03-10T18:10:43,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-11,17,1.7,8.9,17,-1.1,7.5,-2.2,48.3,0,0,0,,0,0,33.5,23.2,199.7,1032.7,20.9,16,247.5,20.4,8,,2012-03-11T07:24:49,2012-03-11T19:11:43,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-12,21.8,7.5,14.3,21.8,5.3,13.6,3.3,48.6,0,0,0,,0,0,37.1,28.5,196.1,1025.4,78.9,16,195.2,17,7,,2012-03-12T07:23:16,2012-03-12T19:12:44,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-13,26.8,13.9,19.3,26.5,13.9,19.3,11,61.2,0.373,100,16.67,rain,0,0,40.4,25.1,199,1017.9,71.8,16,211.7,18.2,8,,2012-03-13T07:21:43,2012-03-13T19:13:44,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-14,26.7,13,19.5,26,13,19.5,7.6,50.6,0,0,0,,0,0,31.3,21.4,241.5,1020.6,36.6,16,236,20.3,8,,2012-03-14T07:20:10,2012-03-14T19:14:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-15,26.9,12.6,18.8,26.5,12.6,18.7,9.7,57.8,0,0,0,,0,0,31.3,25,122.8,1021.4,58.4,16,208.1,18.1,8,,2012-03-15T07:18:37,2012-03-15T19:15:43,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-16,14.9,10.9,12.7,14.9,10.9,12.7,10.2,85.1,0.504,100,8.33,rain,0,0,,17.6,55.7,1021.8,89.1,8.8,189.6,16.3,7,,2012-03-16T07:17:03,2012-03-16T19:16:42,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-17,23.1,10.8,16.5,23.1,10.8,16.5,11.8,75.7,0.022,100,4.17,rain,0,0,,19.6,88.7,1024.3,25.2,11.3,205.7,17.9,7,,2012-03-17T07:15:29,2012-03-17T19:17:42,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-18,19.2,11,14.5,19.2,11,14.5,11.2,81.4,0,0,0,,0,0,,11.3,171.3,1026.3,78.2,13.2,231.6,20,8,,2012-03-18T07:13:55,2012-03-18T19:18:41,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-19,24,12.9,18.2,24,12.9,18.2,12.9,72.9,0.267,100,4.17,rain,0,0,,16.5,173.2,1022.1,73.5,16,185.3,16,7,,2012-03-19T07:12:21,2012-03-19T19:19:40,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-20,21.9,16.7,18.8,21.9,16.7,18.8,15.5,81.6,3.186,100,25,rain,0,0,,13.8,65.4,1023.4,81.9,15.3,205.2,17.8,7,,2012-03-20T07:10:47,2012-03-20T19:20:38,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-21,21,14.9,17.2,21,14.9,17.2,14.4,84.2,0.022,100,4.17,rain,0,0,,15.9,62.4,1025.7,81.4,11.5,158.9,13.6,5,,2012-03-21T07:09:13,2012-03-21T19:21:37,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-22,24.3,14.9,18.5,24.3,14.9,18.5,15.4,83.2,0,0,0,,0,0,,16.9,135.3,1022.4,76.2,11.4,226,19.6,8,,2012-03-22T07:07:38,2012-03-22T19:22:36,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-23,27,15.7,20.9,27,15.7,20.9,14.4,69.7,0,0,0,,0,0,,17.5,94.4,1017.4,54,12.3,242.1,21.1,8,,2012-03-23T07:06:04,2012-03-23T19:23:34,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-24,19.8,12.9,16.1,19.8,12.9,16.1,14.3,89.6,2.773,100,33.33,rain,0,0,,24.7,73.2,1013,93.3,9.1,120.5,10.4,5,,2012-03-24T07:04:30,2012-03-24T19:24:32,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
washington DC,2012-03-25,16,10.8,12.7,16,10.8,12.7,10.8,88.6,5.142,100,16.67,rain,0,0,,23.4,17.1,1009.2,92.1,14,132.7,11.5,5,,2012-03-25T07:02:55,2012-03-25T19:25:30,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"KDCA,72405013743,KADW,74594013705"
